"sample_id","core_label","sampling_date","sampling_longitude","sampling_longitude_err","sampling_latitude","sampling_latitude_err","sampling_altitude","sampling_altitude_err","site_id","sample_depth_lower","sample_depth_lower_err","sample_depth_upper","sample_depth_upper_err","sample_type","sample_microhabitat","sample_treatment","comments","N","N_err","C","C_err","O","O_err","H","H_err","S","S_err","P","P_err","K","K_err","Ca","Ca_err","Na","Na_err","Mg","Mg_err","Al","Al_err","Si","Si_err","Cl","Cl_err","Ti","Ti_err","Cr","Cr_err","Mn","Mn_err","Fe","Fe_err","Cu","Cu_err","Zn","Zn_err","As","As_err","Br","Br_err","Rb","Rb_err","Sr","Sr_err","Ba","Ba_err","Pb","Pb_err","d13C","d13C_err","d15N","d15N_err","d18O","d18O_err","d2H","d2H_err","mass","mass_err","volume","volume_err","bulk_density","bulk_density_err","loss_on_ignition","loss_on_ignition_err","pH","pH_err","electron_accepting_capacity","electron_accepting_capacity_err","electron_donating_capacity","electron_donating_capacity_err","heat_of_combustion","heat_of_combustion_err","enthalpy_of_formation","enthalpy_of_formation_err","entropy_of_formation","entropy_of_formation_err","Gibbs_energy_of_formation","Gibbs_energy_of_formation_err","Klason_lignin_content","Klason_lignin_content_err","holocellulose_mass_content","holocellulose_mass_content_err","age_14C","age_14C_err","lab_code_14C","activity_210Pb","activity_210Pb_err","mass_210Pb","mass_210Pb_err","volume_210Pb","volume_210Pb_err","bulk_density_210Pb","bulk_density_210Pb_err","counting_method_210_Pb","laboratory_label_210Pb","background_activity_reached_210Pb","activity_137Cs","activity_137Cs_err","age_137Cs","age_137Cs_err","hydraulic_conductivity","hydraulic_conductivity_err","porosity","porosity_err","macroporosity","macroporosity_err","data_source","data_source_doi"
"L8.C1.40.45","Lox8","2015-10-01",-80.335,,26.52,,,,9,45,"NA",40,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.45.50","Lox8","2015-10-01",-80.335,,26.52,,,,9,50,"NA",45,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.50.55","Lox8","2015-10-01",-80.335,,26.52,,,,9,55,"NA",50,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.55.60","Lox8","2015-10-01",-80.335,,26.52,,,,9,60,"NA",55,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.60.61","Lox8","2015-10-01",-80.335,,26.52,,,,9,61,"NA",60,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.C1.60.65","Lox8","2015-10-01",-80.335,,26.52,,,,9,65,"NA",60,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.70.71","Lox8","2015-10-01",-80.335,,26.52,,,,9,71,"NA",70,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.80.81","Lox8","2015-10-01",-80.335,,26.52,,,,9,81,"NA",80,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.90.91","Lox8","2015-10-01",-80.335,,26.52,,,,9,91,"NA",90,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.100.101","Lox8","2015-10-01",-80.335,,26.52,,,,9,101,"NA",100,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.110.111","Lox8","2015-10-01",-80.335,,26.52,,,,9,111,"NA",110,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.120.121","Lox8","2015-10-01",-80.335,,26.52,,,,9,121,"NA",120,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.130.131","Lox8","2015-10-01",-80.335,,26.52,,,,9,131,"NA",130,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.140.141","Lox8","2015-10-01",-80.335,,26.52,,,,9,141,"NA",140,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.160.161","Lox8","2015-10-01",-80.335,,26.52,,,,9,161,"NA",160,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.170.171","Lox8","2015-10-01",-80.335,,26.52,,,,9,171,"NA",170,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.180.181","Lox8","2015-10-01",-80.335,,26.52,,,,9,181,"NA",180,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.180.181.rerun","Lox8","2015-10-01",-80.335,,26.52,,,,9,181,"NA",180,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.190.191","Lox8","2015-10-01",-80.335,,26.52,,,,9,191,"NA",190,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.200.201","Lox8","2015-10-01",-80.335,,26.52,,,,9,201,"NA",200,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.210.211","Lox8","2015-10-01",-80.335,,26.52,,,,9,211,"NA",210,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"L8.RC.230.231","Lox8","2015-10-01",-80.335,,26.52,,,,9,231,"NA",230,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11-2A_25.75","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,25.75,"NA",25.75,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,25,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_43","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,43,"NA",43,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,30,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_101.5","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,101.5,"NA",101.5,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,25,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_132","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,132,"NA",132,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,35,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_184.25","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,184.25,"NA",184.25,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,25,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_237.5","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,237.5,"NA",237.5,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,20,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_299.25","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,299.25,"NA",299.25,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,30,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11-2A_341.5","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,341.5,"NA",341.5,"NA","peat","NA","control","it is not clear if the depth value is exact or an average of a lower and upper value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,25,,,,,,,,,,,,,,,,,,,,,,,"Dommain et al. 2015","10.1002/2014JG002796"
"MDM11.2A.1.0.1cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,1,"NA",0,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.2.3cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,3,"NA",2,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.10.11cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,11,"NA",10,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.30.31cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,31,"NA",30,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.40.41cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,41,"NA",40,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.105.106cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,106,"NA",105,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.135.136cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,136,"NA",135,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.145.146cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,146,"NA",145,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.2.153.156cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,156,"NA",153,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.155.156cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,156,"NA",155,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.165.166cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,166,"NA",165,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.175.176cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,176,"NA",175,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.190.191cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,191,"NA",190,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.201.202cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,202,"NA",201,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.210.211cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,211,"NA",210,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.220.221cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,221,"NA",220,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.230.231cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,231,"NA",230,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.3.233.236cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,236,"NA",233,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.240.241cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,241,"NA",240,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.250.251cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,251,"NA",250,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.260.261cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,261,"NA",260,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.270.271cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,271,"NA",270,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.290.291cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,291,"NA",290,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.300.301cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,301,"NA",300,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.4.303.305cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,305,"NA",303,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.310.311cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,311,"NA",310,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.320.321cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,321,"NA",320,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.330.331cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,331,"NA",330,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.342.343cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,343,"NA",342,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.4.344.346cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,346,"NA",344,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"MDM11.2A.350.351cm","MDM11-2A","2011-11-01",114.355,,4.3727,,,,10,351,"NA",350,"NA","peat","NA","control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.0.5m.Brunei.peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,50,"NA",43,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.1m.B.Brunei.Peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,93,"NA",86,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.1m.Brunei.peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,100,"NA",93,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.2m.B.Brunei.Peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,193,"NA",186,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.2m.Brunei.Peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,200,"NA",193,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.3m.Brunei.Peat","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,300,"NA",293,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
"H.3m.Brunei.Peat.redo","MDM-III","2004-01-01",114.3542,,4.3702,,,,10,300,"NA",293,"NA","peat","NA","control","no exact sampling date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,"NA","NA"
